review,rating
"Entah kenapa skrg halodoc aplikasi nya payah bgt! Setiap kali mau lanjut menu pesanan obat, dan lanjut ke menu pembayaran selalu nge lack! Dan kembali ke layar utama. Pdhl udh diupdate dan install ulang. Tlg diperbaiki sistem nya. Krn ini urusan org sakit. Artinya smua urgent!",2
"Saya chat dokter dan dapat resep, pesan obat tidak bisa2 dari tgl 25 sampai sekarang tgl 27 sudah coba berkala, sudah chat cs dll tapi tidak ada solusi, saya coba lewat website masih tidak bisa juga, tolong di perbaiki aplikasi dan pelayanannya..",1
"Sistem aplikasinya buruk, kurang kerja sama dengan mitra ekspedisi Pengiriman lama, CS Halodoc dimintai bantuan cuma bisa bales via both hhhmmm payah katanya 24 jam Lacak pesanan ehhh pas di klik isinya dalam paket ini sama pengiriman reguler doang, sungguh membagongkan",1
"Sangat membantu Disaat sulit mencari suplemen di dekat rumah, via halodoc alhamdulillah dapat suplemennya dengan harga terjangkau. Sekaligus membantu para ojol yg saat ini mungkin kesulitan karena kondisi yg semua orang dianjurkan untuk #dirumahaja Terima kasih 😊❣",5
"kalau bisa ngasih bintang lebih saya kasih deh ini. Benar benar membantu terlebih untuk saya yang cuma bisa menjelaskan yg saya rasa melalui ketikan / tulisan. saran : tambahin fitur ""delete"" pesan untuk pesan yang gagal dikirim. Karna susah saya harus ngescroll dulu untuk melihat balasan dokternya sementara pesan saya yang gagal dikirim masih terpampang disitu. Terimakasih banyak.",5
Ini aplikasi no ribet. Sangat membantu kita tdk perlu keliling apotik. Apalagi utk ubat2 yang jarang tersedia diapotik. Untuk konsultasi dengan dokter juga sangat mudah dan pelayanannya sangat2 ramah.,5
"Semenjak diperbaharui kenapa banyak fitur yg hilang. Seperti kalender menstruasi padahal itu sangat membantu saya, bulan lalu masih bisa saya gunakan. Klo terus seperti ini mungkin ga bakal make aplikasi halodoc lagi dan beralih ke aplikasi lain",1
"Bermanfaat sekaliii aplikasi ini, kebetulan rumah saya jauh dari kota, pelosok sekali. Tp saya mau keluar rumah disikon saat ini pasti pikir2 dulu. Tapi ada layanan free untuk pengguna baru yaAllah bermanfaat sekaliii.. dokternya baik ramah sekaliii saya banyak pertanyaan tapi selalu dijawab dengan sabar dan tidak pelit jawaban. Terimakasih halodoc❤",5
"aplikasi bagus banget, bener2 puas sama appnya, tapi sayang, kita gak bisa lacak posisi drivernya dimana, tapi untuk keseluruhan bagus bangett, bener2 recomended banget apalagi untuk temen2 yg penyakitan 😊",5
"Sangat terbantu sekali dan sdh kesekian kalinya setiap masalah kesehatan saya sembuh . Tapi kalian jangan salah pilih dokter ya, ada yg cuek, dan sperti ingin buru2, serta sombong.. ada yg baik, tulus, sopan, dan sabar ... patokan nya lihat di penilaian persentase. Kalo aku pribadi sih biasa pilih yg 99 atau 100%, dan pengalaman nya jg yg lumayan lama .",5
"Apk sy mengalami error, dimana saya sudah mengkonfirmasi pembayaran, akan tetapi berulang kali diminta OTP tapi gagal/tidak bisa masuk kembali ke apk Halodoc, kemudian sy lakukan pembatalan ternyata pembayaran sdh masuk dan tidak bisa refund sehingga sy harus melakukan 2x pembayaran untuk bisa menggunakan apk Halodoc ini.",2
Udah nyaman banget pake halodoc dr zaman pandemi apalagi kalender menstruasi nya sangat membantu. Eh kok barusan saya buka aplikasi tampilan berubah total! Kemana kalender menstruasi nya ya? Biasa nya ada di beranda...,3
"SANGAT MENGECEWAKAN!! Baru pertama menggunakan aplikasi ini. Beli obat utk ortu senila 150rb. Namun di cancel di karenakan infonya obat habis. Uang saya susah terdebet, blm dikembalikan juga. Hub cs by email dan chat very2 slow respon. Tolong segera kembalikan uang saya!!!",1
"Setelah dsuruh update, fitur ""kalender menstruasi"" nya gak ada, padahal buat aq pribadi sangat² berguna, dah bnyk catatan² dsana, biar bs mengingat siklus terakhir ( aq termasuk org pelupa) dulu download halodoc karena ada fitur ini, klo gak ada lg ya auto uninstal, kecewa bgt krn catatan² penting ilang,",2
Cukup memuaskan. Namun ketepatan obat krg memuaskan dibanding dengan berobat langsung. Diagnosa yang diberikan dg indikasi yang muncul untuk keadaan darurat cukup membantu. Semoga layanan kedepannya lebih baik lagi. Terimakasih team Halodoc atas aplikasi berobat onlinenya!,5
"Mohon maaf saya kecewa sekali dng aplikasi ini, saya udah nunggu 11 hari tapi obat yg saya pesan belum datang, katanya barang saya recerver padahal saya belum menerima pesan/telepon dari kurir terkait barang saya, sumpah saya sungguh kecewa, saya udah dm instragram, menghubungi melalui email, bahkan nelponn cs nya langsung, tanggapan nya cuma mohon bersabar terus sungguh sangat kecewa sekali, padahal obat nya sangat di perlukan.",1
Baru mendaftar akun saja bermasalah. Setelah data diisi lengkap ada opsi SIMPAN PERUBAHAN. Sudah disimpan tapi tidak bisa buka aplikasi. Maaf bintang satu sudah cukup utk aplikasi ini. Langsung uninstall.,1
"Aplikasi yang tidak transparan saat transaksi gagal, sehingga tidak ada laporan gagal transaksi, saya mengalami hal ini ditanggal 31 dan tidak ada laporan transaksi gagal padahal saldo dana saya dipotong dan tidak dikembalikan oleh pihak halodoc, beruntung saya hapal berapa jumlah saldo sebelum dan sesudah dan ternyata kesalahan ada dipihak halodoc dan sampai tanggal 8 Agustus belum dikembalikan",1
"Saya biasa gunakan Halodoc untuk beli obat rutin. Sudah hampir seumur pandemi ini pakai Halodoc lancar bgt. Tiba-tiba masuk Agustus ini, setelah update aplikasi, malah jadi kacau. Aplikasi selalu nggak bisa dipakai krn alasan tidak ada koneksi internet. Padahal hp yg sama masih bisa nyambung saya pakai utk sosmed dan internet banking. Dicoba pakai wifi jg gagal trs. Minta koneksi yg bagaimana lg sih Halodoc??? Kalau ribet gini, otw un-install aja d.",4
"untuk aplikasi oke, hanya sedikit kecewa ketika buat janji dengan dokter konfirmasi tertulis 60menit tapi ternyata tidak ada , dan malah sy yg tlpn.. akhirnya karna sudah lewat jam pertemuan sy datang langsung ke rs lain dan disitu baru di tlpn tapi tdk terangkat. tapi terimakasih untuk fasilitasnya, semoga kedepannya lebih baik lagi.",3
"Baru perdana cobain aplikasi ini dan chat dgn dokter nya..sejauh ini pelayanan baik, dan bs memberi solusi untuk keluhan saya..jd dlm situasi yg sedang Darurat Covid 19 ini, sgt membantu sekali jd tdk perlu ke RS. Cukup chat via aplikasi saja. Untuk pelayanan pembelian obat sy blm pernah coba, mudah2 an jg baik pelayanannya. Terimakasih",5
"dokter spesialisnya kebanyakan ""BERITAHU AKU"" and ""BUSY"" apakah bisa kelihatan mana dokter yang sedang online dan yang tidak. di aplikasi tidak terlihat menu chat, video call , dll untuk sarana komunikasi dengan dokter. mohon pencerahannya #newbie",3
Saya cukup suka.. hanya saja sering error message.. padahal koneksi saya terhadap aplikasi yang berat pun masih bisa.. entahlah.. tapi saya suka karena sangat praktis daripada harus antri saat saya sibuk.. tapi saya belum menggunakan voice call atau video call.. jadi tidak bisa berkomentar dulu.,3
"Aplikasinya mudah digunakan, tapi sayang kita konsultasi sama dokter nya itu bayar loh. Tapi respon dari dokternya tidak komunikatif dan slow respon banget. Bahkan ketika kita kasih keluhannya, malah ngasih penyebab faktor dari google. Mohon untuk lebih selektif lagi buat dokter"" nya yg ada di halodoc karna kita konsul juga bayar",1
"Sebenarnya aplikasi ini bagus cuman tolong adakan seperti yang sebelah ada chat gratis setiap hari , bukan karena apapa ya kadang kan saldo bisa saja abis apalagi kalau kita perlunya tengah malam ,, Ga semua orang pake Ovo dsbg . jadi tolong di mengerti lagi ya. Kalau masalah chat dokter , dsni yang paling OK , karena saya sudah beberapa kali melakukannya , namun di saat saldo saya abis seperti malam ini , saya bingung mau minta tlg me siapa lagi !!",4
"Halo doc, tgl 2 Januari kemarin saya pakai apps halo doc, saya transaksi rapid test, tetapi masih menunggu konfirmasi, setelah 3 hari menunggu tiba2 transaksi di batalkan dengan alasan saya tidak datang? Tidak ada konfirmasi tiba2 di batalkan, bagaimana soal biaya nya? Karena tidak bisa di refund",1
Ini gimna sih aplikasi halodoc nggak seperti biasanya. Biasa bisa beli obat dengan alamat berbeda. Diluar kota sekalipun. Sy biasa pesenin obat melalui aplikasi halodoc untuk ortu di kalimantan. Skrg knp tampilan aplikasi nya jadi berubah?,2
sangat membantu sekali aplikasi halodoc,5
"Aplikasinya membantu banget sih. Cukup konsultasi, dapet resep, pesan. Tapi ada saran nih, alangkah baiknya ketika dilakukan pemesanan resep obat kesalah satu apotek, bagusnya ada sistem konfirmasi dlu ke apoteknya, apakah obat yg di pesan ada atau tidak disana ! Soalnya permaslahan yg saya alami ketika dapat beberapa resep obat dari dokternya, dan ketika dipesankan ke apotek cuma sebagian obat yg ada, sisanya ga ada. Jadi kan bingung klo begitu !! Semoga ada pengembangan lagi perihal itu !!",3
"secara layanan utama sudah bagus. yang harus cepat di tambah adalah cara pembayaran. Kalau mau jauh lebih banyak penggunanya cara pembayaran nya harus banyak. top up harus bisa dr banyak bank terutama major banks, ini cuma 2. BPJS harus masuk, asuransi minimal semua yg major harus masuk.",5
"Aplikasinya memang cukup bagus & membantu, banyak dokter berpengalaman juga. Tapi maaf saran saja untuk status pengiriman obat lebih diperjelas lagi apalagi kalau di pengiriman ada kendala seperti on hold lebih baik diberi penjelasan alasannya apa agar kita juga tidak bingung. Terima kasih.",4
"Maaf baru kali ini sya ngasih bintang ⭐1 sama aplikasi. Sistem pembayaran nya ribet. Udah bayar malah transaksi tidak ada. Refund gagal. Cs lambat respon dan halo bantuannya gak Membantu sama sekali . Obat gak dapat, uang gak kembali. Malah jadi kesel",1
Aplikasi sangat merugikan.. tidak bisa membatalkan pemesanan buat janji.. harusnya aplikasi ini bisa di batalkan kapan saja dan harusnya bisa di bantu untuk CS nya.. Tapi tidak membatu sama sekali dan tidak bisa di batalkan... Saldo lenyap begitu saja membuat costumer menambah beban,1
"bagus sih, tapi ada bberapa dokter yg slow respon bangett, bahkan disitu tertulis ""online"" tapi balas chat nya singkat2 banget dan pertanyaan saya ga dijawab dan kaya memperlambat waktu dan keburu habis deh sesinya, padahal saya berharap pertanyaan saya dijawab semua, tapi gpp si ga semua dokter kaya gitu, tapi stelah saya bberapa kali konsul dr yg saya temuin gitu trs😫😫",3
"Dokter2nya sangat berpengalaman, ramah dan pengetahuannya luar biasa, sangat membantu saya dg saran masukannya dan nasehatnya, smoga free terus krn membantu masyarakat yg minim biaya, terima kasih Halodoc, lancar n sukses terus aplikasinya..amin",5
"saya kecewa setelah download aplikasi ini saya kira untuk pembayaran nya bisa melalui berbagai cara, ternyata hanya melalui GO-PAY padahal saya ingin berkomunikasi dengan dokter nya dengan segera agar dapet berkonsultasi secepatnya. saya ngomong gini karna saya ga ada GO-PAY adanya M-banking. Saran saya kedepannya segera upgrade aplikasi ini agar bisa melakukan pembayaran dengan mudah berbagai cara jangan hanya GO-PAY.",1
"Baru saja selesai konsultasi, walaupun respon dokternya agak lama tapi pertanyaan terjawab. Semoga membuahkan hasil. Saya tidak tahu, apa karena aplikasinya berat atau memang respon agak lama tapi memang agak susah (lama/lemot) saat mengoperasikannya.",4
"Baru pertama kali pake app halodoc. Ternyata ngga bisa pesan obat dalam 1 toko ya? Agak berat di ongkir soalnya. Misal saya butuh kompres penurun demam dan obat demamnya dan harus bayar 2 ongkir. Padahal kalau misal 2 yg saya butuhkan ada dalam 1 toko / apotek, kan lebih irit. Saran saya app ini menyediakan layanan spt itu. Spt e-commerce lainnya yang menyediakan layanan pilih toko dan bisa pilih bbrp item dlm 1 toko saja. Atau mungkin halodoc sebenarnya bisa spt itu, saya saja yg tdk tau?",4
"Aplikasi yang sangat membantu sekali, penjelasan dari dokternya jelas, saya sarankan jika terburu2 untuk konsul cari dokter yang aktif biasanya ada titik hijaunya, di apk ini juga banyak pilihan dokter spesialis yang, dan harganya bisa terbilang terjangkau bahkan terkadang kita bisa mendapat diskon, apk ini cuma bisa bayar pakai dana kyknya, semoga bisa lebih banyak lagi pilihan pembeyarannya, recomended lah",5
"terimakasih banyak halodoc. benar"" sangat membantu, apalagi driver yg mengirimkan ke tujuan, ya ampun, dari lokasi yg jauh"", dan tetap ramah gak dg ekspresi BT capek atau apa,, senaang banget.. Terimakasih terimakasih terimakasihh banyak buat semua driver..",5
Sangat membantu dalam kondisi yang tidak memungkinkan utk segera ke dokter. Tentunya utk keluhan2 tertentu. Trima kasih utk ide aplikasi ini. Mgkn aplikasinya bisa disertakan pilihan utk ngirim foto krn utk beberapa masalah/pnyakit dokter hrs bisa melihat lgsg utk membedakan karakteristik 1 gejala dengan gejala lainnya. Itu aja thx,4
"Belum juga konsultasi udah kayak jaringan gak stabil. Padahal, jaringan saya stabil "" saja. Bingung saya jadi ingin sy uninstal. Tolong perbaikin kok begini. Jadi ngerasa sia "" saya instal.",1
"Aplikasinya bagus, sangat membantu sekali jika ingin konsul dengan dokter, dokter2 fast respon. Ngga cuman konsul aja tapi di kasih resep obat juga, terimakasih halodoc, semakin di tingkatkan lagi kualitas aplikasi nya yaa",5
"Aplikasi yang sangat membantu ketika ada wabah virus covid 19, kita tidak perlu ke luar saat kondisi sakit. Cukup chating dan minta obat yang di anjurkan. Siip lah aplikasinya walaupun agak lambat balasnya tapi sih tetep perfect.",5
"KENAPA FITUR BAYAR VIA CASH DIHILANGKAN. sangat memgecewakan. Sebelumnya revoew saya sangat bagus. ditingkatkan lagi . update harga obat sesering mungkin. menurut saya semoga pembelian obat bisa dilakukan saat 24 jam sehingga bisa membantu saat2 kondisi darurat, dan juga semoga diadakan fasilitas untuk adanya transportasi darurat yg bisa membantu selain ambulance. terima kasih banyak. aplikasi ini sangat positif dan sangat membantu.",1
"saat isi saldo, bagus nya ditambah lagi opsi pembayarannya, misal alfamart atau indomart, akan sangat membantu apabila saldo rekening habis. good job tingkatkan lagi, aplikasi yg cukup membantu",4
"Sangat mengecewakan dr Novi dr OBGYN, sangat bad service masa uda konsultasi, cuma bilang sore Bu udah habis itu saya konsultasi ga dijawab sama sekali sampe sesi habis, dikiranya saya sedekah gitu ke dia?? Bad service banget!!",1
"Tolong untuk developernya, ketika ada order yg instant, carikan yg disekitar pembeli aja, jangan jauh"", kasian ojolnya. Nempuh 25km dengan ongkir yg sama 18rb. Dan kalo blm bisa diatur jaraknya, setidaknya bisa dikasih aja kontak ojolnya supaya kita bisa konfirmasi mau diambil atau ngga ordernya. Ngga enak kalo main cancel sendiri. Semangat terus untuk pejuang keluarga, mencari uang di kondisi seperti ini. Semoga diberikan kesehatan selalu dan diberikan rezeki yang berlimpah.",3
"Menurutku ini membantu banget. Apalagi sbg mahasiswa perantauan yg bingung tengah malem tbtb sakit, trs bingung mau nanya ke siapa. Bisa banget pake apk ini, setidaknya kalian bisa mengambil tindakan pertama apa buat ngobatin sakit kalian",4
"Aplikasi cukup baik, tapi saya pernah mendapatkan dokter, saya belum melakukan konsultasi, baru menyapa dan perkenalkan nama tiba tiba dokternya sudah mengakhiri sesi. Dan tidak bisa di chat ulang. Sehingga saya harus mengulang mencari dokter dan membayar lagi",4
Sudah cukup membantu ....akan tetapi sepertinya pihak toko dan aplikasi juga untuk melakukan update data ketersediaan barang setidaknya 1 bulan sekali ....jadi tokopun juga ikut terbantu....yah kalau di aplikasi ada stock tapi d toko gak ada yah gak apa bisa d cancel juga .....jika di aplikasi gak ada barang di toko ada ....yah tadi a jadi order malah gak jadi.....,5
"Aplikasi nya jelek, saya mau konsul ke dr. Urologi. Pas saya bayar dokter nya masih online, setelah saya bayar dan mau masuk ke room konsultasinya gak bisa. Beberapa menit kemudian baru bisa masuk, tpi sesi konsultasi sudah diakhiri. Dan dokternya langsung offline Saya sudah buat laporan beberapa hari yg lalu tpi sampe skrg tidak ada penyelesaian, adminnya bertele tele Setelah saya liat ulasan disini ternyta banyak mengalami hal yg sama. aplikasi pemberi layanan kesehatan kok jdi penipuan",1
"Plus: 1) bisa konsul dokter darimana aja 2) obat dianter gojek&pengantaran cepet 3) obat dipack dgn rapi 4) live chat membantu, balasannya cepat 5) bisa pilih metode pembayaran. Min : 1) dokter nggak bisa ngecek keadaan qt secara langsung 2) saldo di wallet nggak bisa ditarik, mengendap disitu. Saya sangat berharap saldo bisa ditarik karena qt nggak selalu belanja obat2an. Overall, saya apresiasi aplikasi ini, membantu kami. Bintang 5 kalo saldo wallet bisa ditarik. Makasih halodoc. Smg lbh baik",4
Sudah putus hubungan kerja sama dengan gojek apk. Tidak bisa order obat dari aplikasi gojek apk juga. Saat mau pesan obat hanya ada tersedia opsi kirim reguler. Banyak obat yg ga ada dijual dari apotek terdekat. Sekalipun ada malah mahal dan ga bisa cepat. Mau konsultasi ke dokter umum juga mahal dibanding apk sebelah. Apk ini makin buruk.,1
"Parah sih. Mau konsul online, udah bayar lewat debit, saldo debit udh terpotong, ternyata di riwayat transaksi halodoc ngga ada. Aku telp CS nya, katanya ada problem jaringan sehingga transaksi dibatalkan otomatis. Trus pengembalian dana ngga langsung, mesti nunggu 14 hari kerja dan mesti konfirm sendiri ke pihak bank. Ngga ada solusinya banget. Rugi waktu. Tolong lah diperbaiki sistemnya!!!",1
"Aplikasinya kadang hank,,nunggunya lama padahal waktu udah berjalan. Terus ketika chat juga kadang hank. Mengecewakan karena keterbatasan waktu jd belum sempat chat tanya sama dokternya waktu sudah habis.",3
"Respon lambat sekali. Belum beri solusi, live chat main ditutup saja, di email gkada balasan, di IG jg sama aja. Gk responsif sama sekali, padahal platform kesehatan yg butuh respon cepat utk keadaan urgent.",3
"Aplikasinya sangat membantu, tapi sayang saat order tidak bisa tracking driver dan tidak bisa tahu beli di toko apa, tau nya setelah muncul invoice (setelah selesai order).",3
"Sangat membantu, alhamdulillah selalu bertemu dengan dokter yang baik² dan penjelasanya selalu bikin adem😊 Lebih sering ke spesialis anak,karena downloadnya juga emang dulu niatnya buat konsultasi tentang anak. Terimaksih Halodoc. Sukses selalu.",5
"Sepengalaman saya, doktet lambat padahal sesi chat 30 menit dan doktet yg saya terima hanya 4x membalas pesan saya dgn jawaban singkat dan tidak memuaskan. Tidak aktif bertanya tntg kondisi & keluhan pasien, tidak menjabarkan dngn rinci kemungkinan² apa yg mungkin diderita pasien & solusi untuk mengatasinya. Mungkin ga semua dokter seperti ini, tapi hal ini harusnya jadi bahan evaluasi yg disajikan disini pelayanan kesehatan tolonglah tindak tegas dokter yang kurang berdedikasi seperti ini",1
"Tolong untuk fitur pencarian rekomendasi lokasi agar yang terdekat atau paling tidak masih 1 wilayah atau kota, karena untuk saat ini rekomendasi dari aplikasi bisa sangat jauh, kalau memang tidak ada, ditulis saja tidak ada. contohnya saat saya ketik/tag lokasi di daerah Gresik - Jatim, yang direkomendasikan malah daerah depok, jateng, Terimakasih",3
"Sudah langganan halodoc untuk berobat diri sendiri maupun keluarga, tapi problem dr dulu selalu saja terkait tdk ada solusi atas driver yg cancel. Jadi ketika driver membatalkan pesanan, tidak bisa lagi mencari driver baru. Akibatnya tdk bs order obat dari halodoc lagi (resep dianggap expired). Harusnya ketika driver cancel, pelanggan masih bisa tebus resep ulang dari halodoc",1
"Aplikasi yang Membantu & Mempermudah dalam pencarian, pembelian obat, (menggunakan Resep Dr. jg bisa), sangat cepat, akurat, aman & Terpercaya.. di Tingkatkan terus ya.. Terima kasih 😎",5
Sangat buruk. saya coba berkali kali chat dokter tidak ada respon. dan aplikasi seperti tidak stabil. saat saya end bermaksud refreh malah sesi berhenti dan uang saya hilang. KECEWA.,1
"Baru pertama kali coba aplikasi ini. Awal coba takut harganya ga sesuai dengan yang diaplikasi, ternyata harga sesuai. Pengantar pesanan pun cepat ketempat pasien. Aplikasi ini recomend banget buat pasien yg lg urgent butuh obat. Good service Halodoc. Semoga kedepannya banyak obat yang tersedia diapotik dan harga obatpun bersahabat dengan konsumen. Thanks Halodoc",5
"terimaksih aplikasi ini sangat, sangat membantu, dokternya ramah, apapun yg saya tanyakan semua dijawab secara detail dan akurat, sangat rekom dgn aplikasi ini, tidak membuang biaya utk konsultasi sekali lagi terimakasih yg sdh membuat aplikasi ini.",5
"Gak rekomendasi sama sekali untuk aplikasi ini, Waktu imlek saya pesan swab test di klinik dari aplikasi ini dan di aplikasi tertulis masih buka, ternyata setelah sampai di klinik ternyata tutup, dan gk ada klinik lain yg buka, sedangkan saya butuh saat itu juga buat swab test, saya minta refund masuknya gk bisa ke saldo rekening, harus keluar dana double untuk swab test lagi. Tolong diperbaiki kinerja aplikasinya terutama masalah refund.",1
Sangat mengecewakan. Di aplikasi padahal bisa set jadwal tes pcr jam 14.00 tapi pas sampai rumah sakit ternyata hanya bisa sampai jam 12.00 saja. Harusnya kalo memang tidak bisa sampai jam 14.00 di aplikasi jangan ditunjukan dong. Mana pengembalian dana nya ngga tau kapan lagi. Harusnya sekarang udah kelar tes tinggal tunggu hasil eh gara2 aplikasi ngga jelas jadi ketunda besok jadi belum bisa masuk kerja. Payah sekali,1
"Sy baru mencoba instal aplikasi ini, semoga bs membantu sy jika suatu saat dibutuhkan. Sedikit saran tolong ditambahkan pilihan menu pembayaran selain yg sdh tersedia spt transfer bank dan kartu kredit. Agar bs lebih memudahkan dan mempercepat pembayaran. Terima kasih",5
sangat membantu sekali dan sangat sangat bagus. RUGI YG GA PAKE Aplikasi INI. Secara dokternya ramah.. cpet bales nya dan sedetail mungkin saat konsultasi. Awal2 pemakaian ini masih free. tapi kalaupun ke depannya mesti bayar dalam sesi konsul 30mnt itu ga sebanding sama apa yg mreka berikan buat ngebantu kita. semoga semakin banyak yg merasa terbantu seperti saya. terima kasih ^^😊,5
"Sumpah sih ngga bisa di buka setiap fitunya. Sengaja aku biarin sampe setengah jam juga ngga ke buka, padahal mau liat tempat vaksin di sekitar doang juga ngga bisa. Lelet banget padahal jaringan ful, mau cari dokter buat Konsultasi juga ngga bisa",1
"Dana sudah terpotong, tiba² dokternya sibuk Telfon cs infonya karna dokter sudah terbooking duluan ke yg lainnya. Harusnya jika sistem cepet2an bookingnya, pembayaran yg saya lakukan gagal atau tidak akan masuk dan saldo saya tidak terpotong. Estimasi dana kembali di 1 jam, sedangkan pemotongan saldo dalam hitungan detik.",1
Saya sdh cukup lama menggunakan aplikasi ini tp bru td ak kecewa krn tdk direspon sama sekali sama dokternya... Entah karena koneksi atau apa tapi pesan yg saya kirimkan terkirim. Padahal saya lagi membutuhkan obat untuk tidur... Saya harap jika konesik tdk stabil harap di busy kan agar engak ad pasien yg konsul.,2
"Baru download. Pas mau lengkapi profil keterangannya server error terus. Chat di pusat bantuan coba log out dl, tapi masih dengan problem yg sama. Udah sabar nunggu 3 hari mencoba. Pada akhirnya saya putuskan untuk uninstall saja. Terima kasih halodoc",2
"Fitur chat nya payah.. harus back dulu baru masuk lagi baru bisa lihat chat dari si dokter.. metode pembayaran nya juga payah, nggak bisa copy pasti nomor ATM.. jd mesti keluar masuk aplikasi buat ngetik nya. Aplikasi nya juga sempat crash pas sedang menghubungkan dengan dokter dan pada saat ingin melakukan pembayaran. Karena dokter nya ok, saya rate bintang 3 dulu.. nanti kalau udah bagus.. baru saya kasih bintang 5.",3
"Wow..makin canggih. Di wal launch duluuuu banget, jelek bgt. Skrg makin berbenah ya. Sukses deh.. repottt, promo pakai gopay, malah nggak tertransaksikan..padahal cashbCk gopay sudah masuk.. tapi transaksi nggak terekam..Ampuuunnn...... 25 mnt yg lalu saya update app, trus langsung order. Berhasil berkurang saldo gopay saya, tapi orderan tidak terekam di aplikasi halodoc. Bagaimana ini????",5
"Aplikasi yang sangat bagus sangat berguna 🤩🤩🤩, terimakasih halodoc sudah memfasilitasi pasien dengan dokter spesialis terbaik yang selalu responsif dan ramah serta memberikan solusi terbaik dan bisa meresepkan obat secara online,sangat membantu saya yang jauh dari fasilitas kesehatan... Sukses terus halodoc 🤗🤗",5
"Pengembalian dana lama. Buat jannji udah dibayar, muncul di riwayat sudah batal dana sudah dikembalikan. Cek saldo atm gopay atau halodoc masih tetap. Mending buat janji langaung via aplikasi rumah sakitnya. Menu yg ditawarkan membingungkan. Meskipun kalau pesan obat atau buat janji sangat mudah",1
"Awal nya bagus, tapi setelah di peebarui malah bikin pusing fiturnya, mana kalender mestruasi nya hilang kan ga bisa cek prediksi",3
"agak kecewa sama aplikasi ini, udah lama saya tidak buka aplikasi ini , nomor tlpn email saya sudah di aplikasi ini tpi banyak bgtt yg telpon mengatas namakan aplikasi ini dan minta data"" seperti No Rekening dll.. tolong keamananya.",2
Saya sudah tidak menggunakan apk ini lagi tapi barusan sya mendapat telpon dari hallo dok bahwa saya mendapat asuransi sebesar 2 jt. Jika saya terkena dbd sya bisa klaim vocher asuransi tersebut. Dalam jangka waktu 1 tahun. Bapa tersebut menanyakan rekening apa yang sya gunakan lalu sya jwb sya tidak pakai rekening apapun. Langsung di matikan. Tolong untuk di perketat lagi keamannya.,1
"Ini keren banget sih ❤❤❤, dokternya online 24jam. Jadi kalau pas malam ada keluhan bisa langsung konsultasi dan nemuin solusi yang tepat buat ngatasi sakitnya kita. Dokternya juga baik baik, cara ngejelasinnya gamblang banget mudah dimengerti dan pastinya bahasanya sopan dan ramah banget. Bener bener membantu banget aplikasi ini ❤",5
"Sebelumnya beli obat di halodoc langsung dikirim dg ongkir segitu, tp sekarang lama sampenya sampe 3HK, kalau ada Sabtu Minggu jd 5 HK, pdhl lokasi rumah dg apotek hanya 4 km an, bahkan lebih cepat belanja online beda provinsi wkwk, beli obata/alkes pastinya urgent, nah ini udah siap dikirim, tp ga dikirim kirim keburu pasiennya mati. Klw sistemnya gini mending di online store lain, bisa gratis ongkir, sameday nya lbh murah & cepet, bisa chat penjual, pelacakannya gampang, auto uninstall.",1
"Pertama kali coba langsung suka, informasi yg diberikan oleh dokter jelas meskipun melalui chat.. penggunaan bahasa medis yg dipakai juga mudah dipahami.. ditambah juga ada layanan dokter gratis.. terima kasih.. sangat membantu untuk kami para awam dan khususnya yg butuh konsultasi saat ini sedangkan jadwal konsul dengan dokter langganan masih beberapa hari lagi..",5
"puass banget,, pelayanannya sangat2 baik dan sopan. Aplikasi chatnya seperti WA.. beneran.. bisa VC, Call, bisa lihat terakhir dilihat, online.. pokoknya kalau kalian download apl ini nggak akan nyesel dehh ;)",5
"Banyak produk di pencarian tapi pas di masukin keranjang ternyata stok habis (tolong diperbaiki sistem pencariannya). Respon penjual nya cepet banget, banyak diskon, gratis ongkir pake gojek, order jam 11:04, trus jam 12:24 barang udah sampe. Pertahankan! 👍👍👍👍👍",5
Sangat disayangkan ketika pasien mau konsul ke dokter tapi telat 5 sampai 10 menit dengan alasan yang jelas tiba-tiba di cancel. padahal udah bayar dan bayarnya cukup expensive untuk harga Pelajar. Sudah kejadian selama 2 kali kayak gini terus. bahkan yang terakhir cuma telat 3 menit udah di cancel. Kita juga bayar ya di sini pakai uang bayarnya bukan pakai daun tapi kalau ada fitur kayak gini mendingan nggak usah konsultasi di halodoc ke offline aja. Mintol diperbaiki lagi atau perlu ditiadakan,1
"sesi konsultasinya oke , beberapa dokter jugaa menyarankan hal yang memang disarankan oleh dokter sungguhan saya , jadi saya pikir ini real. terimakasih , hanya saja ada beberapa dokter yang terlihat kurang excited untuk mendengarkan keluh kesah penyakit kita , tapi ituu bukan hal besar krna catatan dari dokter sangat membantu. terimakasih 😊",5
"Sangat disayangkan , lagi butuh banget tapi sistem pembayaran terlalu ribet , OK lah berbayar tapi coba dibikin banyak pilihan pembayaran jadi bisa lebih mudah . Semoga bisa diperbaharui lagi suapaya bisa memuaskan pengguna .",2
"Halodoc memiliki dokter yang sangat berkompeten dan harga konsultasi nya pun terjangkau, serta pelayanan yang diberikan sudah terpenuhi. Hanya metode pembayaran nya saja agar di pertambah lagi. Terimakasih, semoga konsisten dan selalu memberikan pelayanan memuaskan bagi banyak orang",5
